Table 1,degree,source,Category,Frequency,target,Table 2, degree -ranage,source,Diversity,frequency,degree,source,target,degree,source,target
,,,,,,,,,,,,,,0.563894523,[Deep_vein_thrombosis  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.563876652,[Thrombocytopenia  Dyspnoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.563734291,[Dyspnoea  Cellulitis  Dehydration],[Death]
,,,,,,,,,,,,,,0.563636364,[Myocardial_infarction  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.563600783,[Bronchitis  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.56352459,[Convulsion  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.563327032,[Dyspnoea  Syncope  Vomiting],[Death]
,,,,,,,,,,,,,,0.563318777,[Pulmonary_embolism  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.563311688,[Bronchitis  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.563291139,[Chronic_obstructive_pulmonary_disease  Chest_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.563131313,[Chest_pain  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.563126253,[Hypertension  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.563039724,[Asthenia  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.562783661,[Urinary_tract_infection  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.562783661,[Gastroenteritis  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.562745098,[Gastroenteritis  Pyrexia  Vomiting],[Death]
,,,,,,,,,,,,,,0.562730627,[Pleural_effusion  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.5625,[Thrombocytopenia  Urinary_tract_infection  Pyrexia],[Death]
,,,,,,,,,,,,,,0.5625,[Deep_vein_thrombosis  Pulmonary_embolism  Dehydration],[Death]
,,,,,,,,,,,,,,0.562248996,[Renal_failure_acute  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.562141491,[Cardiac_failure_congestive  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.562105263,[Coronary_artery_disease  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.562068966,[Pulmonary_embolism  Dyspnoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.562043796,[Osteoarthritis  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.561983471,[Cerebrovascular_accident  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.561938959,[Myocardial_infarction  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.561922366,[Renal_failure  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.561889251,[Deep_vein_thrombosis  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.561818182,[Asthenia  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.561776062,[Diarrhoea  Urinary_tract_infection  Sepsis],[Death]
,,,,,,,,,,,,,,0.56167979,[Thrombocytopenia  Diarrhoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.561484919,[Renal_failure_acute  Abdominal_pain  Cellulitis],[Death]
,,,,,,,,,,,,,,0.56146789,[Acute_myocardial_infarction  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.561440678,[Renal_failure_acute  Urinary_tract_infection  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.561436673,[Hypotension  Syncope  Dehydration],[Death]
,,,,,,,,,,,,,,0.561433447,[Urinary_tract_infection  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.561377246,[Pulmonary_embolism  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.56127451,[Thrombocytopenia  Diarrhoea  Nausea],[Death]
,,,,,,,,,,,,,,0.56116208,[Anaemia  Sepsis  Dehydration],[Death]
,,,,,,,,,,,,,,0.561151079,[Chest_pain  Abdominal_pain  Cellulitis],[Death]
,,,,,,,,,,,,,,0.561135371,[Renal_failure  Abdominal_pain  Vomiting],[Death]
,,,,,,,,,,,,,,0.561038961,[Gastrointestinal_haemorrhage  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.56097561,[Asthenia  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.56091954,[Gastroenteritis  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.560836502,[Convulsion  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.560824742,[Cardiac_failure_congestive  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.560794045,[Renal_failure  Abdominal_pain  Nausea],[Death]
,,,,,,,,,,,,,,0.560636183,[Renal_failure_acute  Urinary_tract_infection  Pyrexia],[Death]
,,,,,,,,,,,,,,0.560344828,[Renal_failure_acute  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.560175055,[Back_pain  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.560121766,[Dyspnoea  Sepsis  Dehydration],[Death]
,,,,,,,,,,,,,,0.560096154,[Headache  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.560077519,[Asthenia  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.560073937,[Hypotension  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.56,[Deep_vein_thrombosis  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.56,[Headache  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.56,[Diarrhoea  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.56,[Fatigue  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.559907834,[Urinary_tract_infection  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.5599022,[Fatigue  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.559865093,[Deep_vein_thrombosis  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.559550562,[Cholecystitis  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.55952381,[Cellulitis  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.55942623,[Abdominal_pain  Cellulitis  Anaemia],[Death]
,,,,,,,,,,,,,,0.559395248,[Constipation  Pyrexia  Vomiting],[Death]
,,,,,,,,,,,,,,0.559395248,[Hypotension  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.559265442,[Chest_pain  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.559183673,[Cardiac_failure_congestive  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.559183673,[Cardiac_failure_congestive  Renal_failure_acute  Pneumonia],[Death]
,,,,,,,,,,,,,,0.559176672,[Renal_failure_acute  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.559164733,[Thrombocytopenia  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.559118236,[Pleural_effusion  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.559036145,[Thrombocytopenia  Cellulitis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.558712121,[Asthenia  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.558484349,[Renal_failure  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.558441558,[Asthenia  Dyspnoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.558348294,[Deep_vein_thrombosis  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.558282209,[Renal_failure_acute  Diarrhoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.558241758,[Chest_pain  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.558052434,[Diarrhoea  Abdominal_pain  Sepsis],[Death]
,,,,,,,,,,,,,,0.558035714,[Diarrhoea  Atrial_fibrillation  Vomiting],[Death]
,,,,,,,,,,,,,,0.558024691,[Convulsion  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.557971014,[Asthenia  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.557971014,[Renal_failure_acute  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.557956778,[Deep_vein_thrombosis  Chest_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.557926829,[Gastroenteritis  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.557911909,[Urinary_tract_infection  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.557798165,[Hypotension  Sepsis  Dehydration],[Death]
,,,,,,,,,,,,,,0.557788945,[Pleural_effusion  Fatigue  Vomiting],[Death]
,,,,,,,,,,,,,,0.557692308,[Bronchitis  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.557586837,[Convulsion  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.557544757,[Cerebrovascular_accident  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.557539683,[Chronic_obstructive_pulmonary_disease  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.557522124,[Respiratory_failure  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.557504873,[Deep_vein_thrombosis  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.557504873,[Abdominal_pain  Syncope  Dehydration],[Death]
,,,,,,,,,,,,,,0.557416268,[Diarrhoea  Cellulitis  Nausea],[Death]
,,,,,,,,,,,,,,0.557077626,[Fatigue  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.556686047,[Atrial_fibrillation  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.556405354,[Asthenia  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.556377079,[Deep_vein_thrombosis  Pulmonary_embolism  Pyrexia],[Death]
,,,,,,,,,,,,,,0.556354916,[Atrial_fibrillation  Abdominal_pain  Nausea],[Death]
,,,,,,,,,,,,,,0.556302521,[Deep_vein_thrombosis  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.556277056,[Chronic_obstructive_pulmonary_disease  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.5562249,[Dizziness  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.556122449,[Thrombocytopenia  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.556109726,[Chest_pain  Nausea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.556085919,[Atrial_fibrillation  Nausea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.555992141,[Thrombocytopenia  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.555825243,[Thrombocytopenia  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.555555556,[Hypotension  Diarrhoea  Nausea],[Death]
,,,,,,,,,,,,,,0.555335968,[Urinary_tract_infection  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.555172414,[Pulmonary_embolism  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.555125725,[Atrial_fibrillation  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.555084746,[Fatigue  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.555012225,[Osteoarthritis  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.554987212,[Fatigue  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.554973822,[Bronchitis  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.554924242,[Hypertension  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.554852321,[Urinary_tract_infection  Gastroenteritis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.554809843,[Urinary_tract_infection  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.554671968,[Constipation  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.554404145,[Hypotension  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.554393305,[Atrial_fibrillation  Pyrexia  Vomiting],[Death]
,,,,,,,,,,,,,,0.554240631,[Deep_vein_thrombosis  Pulmonary_embolism  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.554216867,[Thrombocytopenia  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,,,,0.554151625,[Hypertension  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.554123711,[Thrombocytopenia  Pleural_effusion  Pneumonia],[Death]
,,,,,,,,,,,,,,0.554112554,[Gastroenteritis  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.554098361,[Pulmonary_embolism  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.554,[Hypertension  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.553903346,[Asthenia  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.553872054,[Urinary_tract_infection  Sepsis  Dehydration],[Death]
,,,,,,,,,,,,,,0.553846154,[Thrombocytopenia  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.553775744,[Abdominal_pain  Syncope  Nausea],[Death]
,,,,,,,,,,,,,,0.553752535,[Hypertension  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.553734062,[Angina_pectoris  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.553699284,[Deep_vein_thrombosis  Abdominal_pain  Nausea],[Death]
,,,,,,,,,,,,,,0.553610503,[Asthenia  Diarrhoea  Nausea],[Death]
,,,,,,,,,,,,,,0.5536,[Cerebrovascular_accident  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.55354201,[Dyspnoea  Cellulitis  Anaemia],[Death]
,,,,,,,,,,,,,,0.553333333,[Cardiac_failure_congestive  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.553153153,[Asthenia  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.553097345,[Syncope  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.553061224,[Deep_vein_thrombosis  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.552941176,[Hypotension  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.552941176,[Chest_pain  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.552919708,[Pulmonary_embolism  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,,,,0.552884615,[Asthenia  Abdominal_pain  Nausea],[Death]
,,,,,,,,,,,,,,0.552845528,[Hypotension  Syncope  Vomiting],[Death]
,,,,,,,,,,,,,,0.552742616,[Fatigue  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.552734375,[Hypotension  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.552677029,[Renal_failure  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.552631579,[Diarrhoea  Abdominal_pain  Cellulitis],[Death]
,,,,,,,,,,,,,,0.552462527,[Back_pain  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.552367288,[Atrial_fibrillation  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.552301255,[Asthenia  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.55226209,[Pulmonary_embolism  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.552147239,[Fatigue  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.552062868,[Renal_failure_acute  Diarrhoea  Dehydration],[Death]
,,,,,,,,,,,,,,0.551971326,[Urinary_tract_infection  Abdominal_pain  Sepsis],[Death]
,,,,,,,,,,,,,,0.551959114,[Chest_pain  Pulmonary_embolism  Pneumonia],[Death]
,,,,,,,,,,,,,,0.551923077,[Urinary_tract_infection  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.55186722,[Renal_failure_acute  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.551724138,[Asthenia  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.551724138,[Hypotension  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.551663748,[Angina_pectoris  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.551648352,[Fatigue  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.551578947,[Pleural_effusion  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.551578947,[Asthenia  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.551558753,[Renal_failure_acute  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.551401869,[Urinary_tract_infection  Sepsis  Vomiting],[Death]
,,,,,,,,,,,,,,0.551383399,[Pleural_effusion  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.551369863,[Pleural_effusion  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.551362683,[Fatigue  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.551307847,[Deep_vein_thrombosis  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.551282051,[Hypertension  Nausea  Dehydration],[Death]
,,,,,,,,,,,,,,0.550976139,[Renal_failure  Nausea  Dehydration],[Death]
,,,,,,,,,,,,,,0.550955414,[Renal_failure_acute  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.550774527,[Deep_vein_thrombosis  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.550480769,[Headache  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.55047619,[Renal_failure_acute  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,,,,0.550200803,[Urinary_tract_infection  Cellulitis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.550179211,[Renal_failure_acute  Anaemia  Dehydration],[Death]
,,,,,,,,,,,,,,0.550082102,[Hypotension  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.55,[Chest_pain  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.55,[Pleural_effusion  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.549682875,[Pulmonary_embolism  Diarrhoea  Nausea],[Death]
,,,,,,,,,,,,,,0.549679487,[Asthenia  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.549657534,[Renal_failure_acute  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.549606299,[Diarrhoea  Sepsis  Dehydration],[Death]
,,,,,,,,,,,,,,0.549568966,[Urinary_tract_infection  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.54950495,[Infection  Nausea  Vomiting],[Death]
,,,,,,,,,,,,,,0.54950495,[Hypotension  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.549473684,[Pulmonary_embolism  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.549469965,[Asthenia  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.549429658,[Diarrhoea  Urinary_tract_infection  Dyspnoea],[Death]
,,,,,,,,,,,,,,0.549327354,[Deep_vein_thrombosis  Pulmonary_embolism  Nausea],[Death]
,,,,,,,,,,,,,,0.549242424,[Renal_failure  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.549194991,[Back_pain  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.549118388,[Fatigue  Diarrhoea  Nausea],[Death]
,,,,,,,,,,,,,,0.549107143,[Constipation  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.548983364,[Urinary_tract_infection  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.54893617,[Atrial_fibrillation  Dyspnoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.548623853,[Urinary_tract_infection  Abdominal_pain  Anaemia],[Death]
,,,,,,,,,,,,,,0.548523207,[Thrombocytopenia  Anaemia  Dehydration],[Death]
,,,,,,,,,,,,,,0.548514851,[Deep_vein_thrombosis  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.548463357,[Constipation  Fatigue  Vomiting],[Death]
,,,,,,,,,,,,,,0.54829932,[Pulmonary_embolism  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.548179872,[Atrial_fibrillation  Nausea  Dehydration],[Death]
,,,,,,,,,,,,,,0.548165138,[Renal_failure_acute  Dyspnoea  Nausea],[Death]
,,,,,,,,,,,,,,0.548148148,[Headache  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.548051948,[Ileus  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.548022599,[Diarrhoea  Syncope  Vomiting],[Death]
,,,,,,,,,,,,,,0.548,[Renal_failure_acute  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.547758285,[Hypotension  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.547747748,[Renal_failure_acute  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.547619048,[Renal_failure  Nausea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.54756871,[Abdominal_pain  Cellulitis  Dehydration],[Death]
,,,,,,,,,,,,,,0.547535211,[Abdominal_pain  Anaemia  Sepsis],[Death]
,,,,,,,,,,,,,,0.547528517,[Cellulitis  Anaemia  Vomiting],[Death]
,,,,,,,,,,,,,,0.547528517,[Pleural_effusion  Anaemia  Pyrexia],[Death]
,,,,,,,,,,,,,,0.547445255,[Myocardial_infarction  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.547406082,[Asthenia  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.547058824,[Thrombocytopenia  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.546910755,[Constipation  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.546845124,[Thrombocytopenia  Diarrhoea  Pneumonia],[Death]
,,,,,,,,,,,,,,0.546603476,[Atrial_fibrillation  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.546460177,[Cellulitis  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.546351085,[Cardiac_failure_congestive  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.546247818,[Pulmonary_embolism  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.546003017,[Atrial_fibrillation  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.545945946,[Pulmonary_embolism  Dyspnoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.545808967,[Dyspnoea  Cellulitis  Vomiting],[Death]
,,,,,,,,,,,,,,0.545746388,[Chest_pain  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.5456621,[Diarrhoea  Urinary_tract_infection  Nausea],[Death]
,,,,,,,,,,,,,,0.545657016,[Hypotension  Syncope  Nausea],[Death]
,,,,,,,,,,,,,,0.545623836,[Gastroenteritis  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.545597484,[Syncope  Vomiting  Dehydration],[Death]
,,,,,,,,,,,,,,0.545454545,[Deep_vein_thrombosis  Nausea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.545304778,[Chest_pain  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.54517134,[Chest_pain  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.545155993,[Chest_pain  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.545045045,[Dyspnoea  Cellulitis  Nausea],[Death]
,,,,,,,,,,,,,,0.545045045,[Renal_failure_acute  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.545023697,[Hypertension  Abdominal_pain  Vomiting],[Death]
,,,,,,,,,,,,,,0.545023697,[Thrombocytopenia  Anaemia  Nausea],[Death]
,,,,,,,,,,,,,,0.545008183,[Asthenia  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544991511,[Renal_failure_acute  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544973545,[Cardiac_failure_congestive  Atrial_fibrillation  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544921875,[Fatigue  Pyrexia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544789762,[Pleural_effusion  Dyspnoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.54473161,[Pleural_effusion  Abdominal_pain  Pyrexia],[Death]
,,,,,,,,,,,,,,0.54467354,[Gastroenteritis  Vomiting  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544483986,[Back_pain  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544444444,[Hypotension  Nausea  Sepsis],[Death]
,,,,,,,,,,,,,,0.544204322,[Constipation  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544198895,[Dyspnoea  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544117647,[Pleural_effusion  Anaemia  Pneumonia],[Death]
,,,,,,,,,,,,,,0.544080605,[Coronary_artery_disease  Cardiac_failure_congestive  Pneumonia],[Death]
,,,,,,,,,,,,,,0.54396728,[Atrial_fibrillation  Abdominal_pain  Vomiting],[Death]
,,,,,,,,,,,,,,0.543933054,[Back_pain  Abdominal_pain  Dehydration],[Death]
,,,,,,,,,,,,,,0.543933054,[Cardiac_failure_congestive  Chest_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.543524416,[Asthenia  Abdominal_pain  Vomiting],[Death]
,,,,,,,,,,,,,,0.543516874,[Bronchitis  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.543352601,[Thrombocytopenia  Pyrexia  Dehydration],[Death]
,,,,,,,,,,,,,,0.542976939,[Thrombocytopenia  Dyspnoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.54294032,[Diarrhoea  Dyspnoea  Anaemia],[Death]
,,,,,,,,,,,,,,0.542914172,[Coronary_artery_disease  Myocardial_infarction  Pneumonia],[Death]
,,,,,,,,,,,,,,0.542910448,[Diarrhoea  Gastroenteritis  Pyrexia],[Death]
,,,,,,,,,,,,,,0.5428051,[Gastroenteritis  Abdominal_pain  Pneumonia],[Death]
,,,,,,,,,,,,,,0.54248366,[Back_pain  Pyrexia  Vomiting],[Death]
,,,,,,,,,,,,,,0.542372881,[Constipation  Fatigue  Nausea],[Death]
,,,,,,,,,,,,,,0.542213884,[Pulmonary_embolism  Diarrhoea  Abdominal_pain],[Death]
,,,,,,,,,,,,,,0.542213884,[Renal_failure_acute  Diarrhoea  Pyrexia],[Death]
,,,,,,,,,,,,,,0.542074364,[Diarrhoea  Cellulitis  Vomiting],[Death]
,,,,,,,,,,,,,,0.542056075,[Pulmonary_embolism  Urinary_tract_infection  Pneumonia],[Death]
,,,,,,,,,,,,,,0.541984733,[Abdominal_pain  Cellulitis  Nausea],[Death]
,,,,,,,,,,,,,,0.541935484,[Asthenia  Dehydration  Pneumonia],[Death]
,,,,,,,,,,,,,,0.541871921,[Chest_pain  Syncope  Pneumonia],[Death]
,,,,,,,,,,,,,,0.541800643,[Atrial_fibrillation  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.541666667,[Thrombocytopenia  Sepsis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.54137931,[Myocardial_infarction  Cellulitis  Pneumonia],[Death]
,,,,,,,,,,,,,,0.541202673,[Fatigue  Diarrhoea  Vomiting],[Death]
,,,,,,,,,,,,,,0.541118421,[Diarrhoea  Gastroenteritis  Pneumonia],[Death]
